,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
15721,512639716,2023-05-01,within an hour,1.0,1.0,f,1.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,4,1.0,2.0,4.0,159.0,3,29,t,0,2023-05-28,4.94,t,1,5.29
15722,332259450,2020-01-31,within an hour,1.0,0.73,f,8.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,44.0,3,365,t,27,2023-07-31,5.0,f,6,3.16
15723,512658514,2023-05-01,within an hour,1.0,0.82,f,2.0,t,t,el Besos i el Maresme,Sant Marti,Private room,2,1.0,1.0,1.0,69.0,3,30,t,16,2023-06-11,4.67,f,2,4.09
15724,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,8,2.0,4.0,7.0,336.0,1,365,t,10,2023-05-06,4.5,t,221,2.42
15725,511843467,2023-04-26,within an hour,0.98,0.99,t,8.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,338.0,1,365,t,30,2023-05-25,4.74,t,8,13.43
15726,394270439,2021-03-26,within an hour,1.0,1.0,f,34.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,8,2.0,4.0,5.0,230.0,4,45,t,13,2023-05-23,4.88,t,32,2.24
15727,121825,2010-05-10,within an hour,0.86,0.95,f,21.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,2.0,2.0,3.0,407.0,1,45,t,22,2023-05-22,4.83,t,19,1.67
15728,513102769,2023-05-04,within a few hours,1.0,1.0,f,2.0,t,t,el Poble Sec,Sants-Montjuic,Private room,1,1.5,1.0,1.0,20.0,32,120,t,0,2023-08-11,5.0,f,1,1.0
15730,49813494,2015-11-24,within an hour,1.0,1.0,f,11.0,t,t,el Poblenou,Sant Marti,Entire home/apt,3,1.0,2.0,2.0,125.0,7,45,t,4,2023-06-05,4.67,f,4,1.91
15731,512682900,2023-05-01,within a day,0.71,0.24,f,1.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,4,1.0,1.0,1.0,114.0,3,30,t,16,2023-07-12,5.0,f,1,1.58
15733,511994727,2023-04-27,within an hour,1.0,1.0,f,2.0,f,t,el Raval,Ciutat Vella,Entire home/apt,5,1.0,2.0,4.0,236.0,2,365,t,16,2023-06-17,5.0,f,1,5.49
15734,407118696,2021-06-14,within an hour,0.95,0.96,f,11.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Private room,1,2.0,1.0,1.0,46.0,31,365,t,30,2023-09-02,5.0,t,2,1.0
15735,511843467,2023-04-26,within an hour,0.98,0.99,t,8.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,288.0,1,365,t,18,2023-05-26,4.81,t,8,12.4
15736,504121118,2023-03-06,within a day,0.5,1.0,f,5.0,t,t,el Barri Gotic,Ciutat Vella,Private room,1,4.0,10.0,10.0,23.0,31,365,t,4,2023-07-30,1.0,t,2,0.77
15737,511871201,2023-04-26,within an hour,1.0,1.0,f,7.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.0,1.0,1.0,64.0,2,45,t,20,2023-06-24,5.0,f,2,2.8
15739,3197653,2012-08-08,within an hour,1.0,0.98,t,3.0,t,t,el Besos i el Maresme,Sant Marti,Private room,2,1.0,1.0,1.0,42.0,1,365,t,0,2023-05-19,4.44,f,1,4.32
15740,58980963,2016-02-16,within an hour,1.0,1.0,f,2.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,1.0,2.0,4.0,251.0,2,365,t,3,2023-05-28,4.85,t,2,5.88
15741,45123115,2015-09-26,within an hour,1.0,1.0,f,3.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,4,1.0,2.0,3.0,176.0,4,365,t,9,2023-07-08,5.0,f,1,3.44
15742,132477952,2017-05-29,within an hour,1.0,1.0,f,5.0,t,t,la Sagrada Familia,Eixample,Private room,2,2.0,1.0,1.0,61.0,4,365,t,7,2023-07-07,4.67,t,1,1.45
15744,9400556,2013-10-13,within an hour,0.99,0.98,f,88.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,4,1.0,1.0,1.0,75.0,1,1125,t,2,2023-06-10,4.71,t,49,2.36
15746,513322849,2023-05-05,within an hour,1.0,0.91,f,1.0,t,t,Horta,Horta-Guinardo,Private room,2,1.5,1.0,1.0,60.0,1,4,t,24,2023-07-04,4.0,f,1,3.69
15747,511985583,2023-04-27,within an hour,1.0,1.0,f,3.0,t,t,el Putxet i el Farro,Sarria-Sant Gervasi,Entire home/apt,3,1.0,1.0,1.0,151.0,1,365,t,10,2023-06-05,5.0,t,3,1.6
15749,357946540,2020-07-23,within a day,0.96,0.59,f,305.0,t,t,Sant Antoni,Eixample,Private room,1,3.0,1.0,1.0,31.0,33,360,t,27,2023-07-28,5.0,f,239,0.73
15750,511985583,2023-04-27,within an hour,1.0,1.0,f,3.0,t,t,el Putxet i el Farro,Sarria-Sant Gervasi,Entire home/apt,3,1.0,1.0,1.0,156.0,1,365,t,16,2023-05-15,4.33,t,3,0.78
15755,107525686,2016-12-17,within an hour,1.0,1.0,f,3.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,147.0,3,365,t,0,2023-06-25,4.47,f,2,6.08
15756,511985583,2023-04-27,within an hour,1.0,1.0,f,3.0,t,t,el Putxet i el Farro,Sarria-Sant Gervasi,Entire home/apt,4,1.0,2.0,2.0,192.0,1,365,t,9,2023-05-14,4.75,t,3,1.03
15763,370567841,2020-10-04,within an hour,1.0,0.63,f,3.0,t,t,la Sagrada Familia,Eixample,Private room,2,1.5,1.0,1.0,61.0,1,365,t,1,2023-06-18,5.0,f,2,2.96
15764,44626095,2015-09-19,within an hour,1.0,1.0,f,1.0,t,t,Sant Gervasi - la Bonanova,Sarria-Sant Gervasi,Entire home/apt,6,1.5,2.0,5.0,386.0,4,1125,t,4,2023-07-07,4.83,f,1,2.9
15765,360940871,2020-08-06,within a day,0.9,0.78,f,1.0,t,t,el Clot,Sant Marti,Private room,1,1.5,1.0,1.0,40.0,2,14,t,4,2023-06-05,4.73,f,1,3.51
15767,357946540,2020-07-23,within a day,0.96,0.59,f,305.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,2.0,1.0,1.0,27.0,33,360,t,0,2023-07-04,2.0,f,239,0.46
15769,512794147,2023-05-02,within a few hours,0.83,0.67,f,1.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,160.0,31,365,t,29,2023-06-24,4.25,f,1,1.6
15770,373473142,2020-10-27,within an hour,1.0,1.0,f,43.0,t,f,l'Antiga Esquerra de l'Eixample,Eixample,Private room,4,1.5,2.0,2.0,86.0,1,365,t,13,2023-05-27,4.33,t,14,0.87
15771,510286316,2023-04-16,within an hour,0.79,0.8,f,3.0,t,t,Sant Marti de Provencals,Sant Marti,Private room,1,1.0,1.0,1.0,20.0,1,365,t,0,2023-06-08,4.19,f,2,5.27
15772,197452337,2018-06-23,within an hour,1.0,0.94,t,5.0,t,t,Can Baro,Horta-Guinardo,Entire home/apt,4,1.0,2.0,3.0,140.0,2,365,t,11,2023-07-13,4.83,f,1,3.21
15773,118805549,2017-03-02,within an hour,0.9,0.94,f,3.0,t,t,la Sagrada Familia,Eixample,Private room,1,2.0,1.0,1.0,40.0,10,365,t,6,2023-08-04,5.0,f,2,1.76
15774,51939140,2015-12-21,within an hour,0.99,1.0,f,11.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,8,2.0,2.0,4.0,233.0,1,10,t,19,2023-05-11,4.64,f,2,7.06
15775,5713957,2013-04-01,within an hour,0.98,0.99,f,5.0,t,t,el Guinardo,Horta-Guinardo,Private room,2,1.0,1.0,1.0,60.0,2,1125,t,4,2023-07-17,4.9,f,5,5.77
15779,263382746,2019-05-22,within an hour,1.0,1.0,t,2.0,t,t,Horta,Horta-Guinardo,Private room,2,1.0,1.0,1.0,60.0,1,365,t,9,2023-08-05,4.6,t,2,4.55
15781,415795375,2021-07-29,within a few hours,1.0,1.0,f,1.0,t,t,Sant Antoni,Eixample,Entire home/apt,3,1.0,2.0,2.0,56.0,31,365,t,0,2023-08-20,5.0,f,1,1.0
15782,74189875,2016-05-26,within an hour,1.0,1.0,t,19.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,1,2.0,1.0,1.0,34.0,31,95,t,5,2023-06-19,4.5,t,11,0.75
15783,400268777,2021-05-06,within a few hours,1.0,1.0,f,1.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,5,1.0,3.0,5.0,80.0,80,365,t,4,2023-07-31,5.0,f,1,0.79
15784,513555187,2023-05-07,within an hour,1.0,0.71,f,2.0,t,t,la Marina de Port,Sants-Montjuic,Private room,1,1.0,1.0,1.0,60.0,1,10,t,26,2023-06-04,4.78,f,2,2.84
15785,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,Sant Antoni,Eixample,Entire home/apt,3,1.0,2.0,2.0,163.0,3,32,t,4,2023-08-30,3.0,f,136,1.0
15787,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,8,3.0,4.0,5.0,256.0,3,32,t,9,2023-05-29,4.5,f,136,3.56
15788,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,6,1.0,3.0,5.0,193.0,1,365,t,2,2023-06-17,4.0,t,41,0.37
15789,512904999,2023-05-03,within a day,1.0,1.0,f,1.0,t,t,el Raval,Ciutat Vella,Private room,2,1.0,1.0,1.0,90.0,5,35,t,2,2023-07-03,5.0,f,1,1.82
15790,513249944,2023-05-05,within a few hours,1.0,1.0,f,2.0,t,t,el Raval,Ciutat Vella,Entire home/apt,14,3.0,3.0,9.0,900.0,1,15,t,15,2023-06-28,4.75,f,1,1.69
15791,87581144,2016-08-02,within an hour,1.0,1.0,f,1.0,t,t,la Sagrada Familia,Eixample,Private room,1,1.5,1.0,1.0,42.0,5,1125,t,7,2023-06-16,4.67,f,1,2.17
15792,360148279,2020-08-03,within an hour,1.0,0.88,f,1.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.5,2.0,2.0,191.0,4,29,t,2,2023-06-10,5.0,f,1,1.69
15793,500917404,2023-02-13,within an hour,1.0,0.8,f,3.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,4,1.0,2.0,3.0,100.0,32,365,t,0,2023-07-03,5.0,f,3,0.91
15795,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,8,2.0,4.0,6.0,251.0,1,365,t,12,2023-05-24,4.5,t,221,2.26
15796,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,6,1.0,3.0,5.0,193.0,1,365,t,12,2023-05-21,3.0,t,41,0.83
15797,7492467,2013-07-15,within an hour,1.0,0.97,f,12.0,t,t,el Fort Pienc,Eixample,Private room,2,1.0,2.0,2.0,95.0,2,365,t,1,2023-07-11,4.64,f,6,5.69
15798,511843467,2023-04-26,within an hour,0.98,0.99,t,8.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,507.0,1,365,t,15,2023-05-25,5.0,t,8,0.86
15799,2509252,2012-05-31,within a few hours,1.0,0.97,f,51.0,t,t,el Clot,Sant Marti,Entire home/apt,4,0.0,3.0,3.0,191.0,1,365,t,2,2023-05-19,4.75,t,11,1.08
15801,15012424,2014-05-02,within a few hours,1.0,0.5,f,1.0,t,t,el Raval,Ciutat Vella,Entire home/apt,3,1.5,2.0,2.0,74.0,31,1125,t,0,2023-07-31,5.0,f,1,0.79
15802,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,Sant Antoni,Eixample,Entire home/apt,5,2.0,2.0,2.0,172.0,1,365,t,11,2023-05-09,3.25,t,221,0.99
15803,339646588,2020-03-01,within an hour,1.0,1.0,f,11.0,t,t,la Font de la Guatlla,Sants-Montjuic,Private room,2,1.0,1.0,1.0,67.0,1,365,t,23,2023-05-22,5.0,t,8,3.61
15804,185792394,2018-04-23,within an hour,1.0,0.99,f,11.0,t,t,Sant Gervasi - la Bonanova,Sarria-Sant Gervasi,Private room,2,1.0,1.0,1.0,79.0,2,90,t,8,2023-05-21,4.5,t,5,1.65
15805,511843467,2023-04-26,within an hour,0.98,0.99,t,8.0,t,t,el Raval,Ciutat Vella,Entire home/apt,4,2.0,2.0,2.0,593.0,1,365,t,14,2023-05-25,5.0,t,8,2.0
15807,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,6,2.0,2.0,3.0,224.0,1,365,t,3,2023-05-30,4.54,t,221,3.9
15808,339646588,2020-03-01,within an hour,1.0,1.0,f,11.0,t,t,Hostafrancs,Sants-Montjuic,Private room,2,1.0,1.0,1.0,67.0,1,365,t,19,2023-05-13,4.68,t,8,4.87
15810,339646588,2020-03-01,within an hour,1.0,1.0,f,11.0,t,t,Hostafrancs,Sants-Montjuic,Private room,2,1.0,1.0,1.0,67.0,1,365,t,18,2023-05-11,4.75,t,8,3.03
15812,512761468,2023-05-02,within an hour,0.98,0.98,f,13.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.5,1.0,1.0,60.0,3,365,t,14,2023-05-18,4.6,f,5,5.36
15813,45587972,2015-10-02,within a few hours,1.0,1.0,f,2.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,2,1.0,2.0,1.0,75.0,32,330,t,4,2023-08-04,5.0,f,2,0.88
15814,339646588,2020-03-01,within an hour,1.0,1.0,f,11.0,t,t,la Font de la Guatlla,Sants-Montjuic,Private room,2,1.0,1.0,1.0,67.0,1,365,t,20,2023-05-13,4.78,t,8,2.31
15815,358847313,2020-07-27,within a few hours,0.79,0.84,f,5.0,t,t,el Raval,Ciutat Vella,Entire home/apt,6,2.0,4.0,10.0,84.0,3,32,t,18,2023-05-24,4.25,f,4,1.13
15816,5713957,2013-04-01,within an hour,0.98,0.99,f,5.0,t,t,el Guinardo,Horta-Guinardo,Private room,2,1.0,1.0,1.0,75.0,2,1125,t,8,2023-07-12,4.86,f,5,3.68
15817,442897059,2022-01-31,within an hour,1.0,0.81,f,23.0,t,t,la Marina de Port,Sants-Montjuic,Private room,2,1.0,1.0,1.0,163.0,1,365,t,15,2023-06-09,5.0,f,3,0.33
15818,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,6,1.0,3.0,5.0,193.0,1,365,t,1,2023-07-16,5.0,t,41,0.57
15820,390671331,2021-03-01,within an hour,1.0,0.98,f,2.0,t,t,el Fort Pienc,Eixample,Entire home/apt,5,1.0,3.0,5.0,114.0,31,330,t,0,2023-07-02,5.0,f,2,0.45
15821,73077305,2016-05-20,within an hour,0.98,1.0,f,6.0,t,t,la Barceloneta,Ciutat Vella,Private room,1,2.5,1.0,1.0,63.0,1,365,t,1,2023-05-11,4.91,t,6,5.8
15822,505964844,2023-03-18,within an hour,1.0,0.96,t,10.0,t,t,la Sagrera,Sant Andreu,Private room,1,1.0,1.0,1.0,55.0,1,7,t,18,2023-05-11,4.84,f,10,11.34
15823,30730358,2015-04-06,within an hour,1.0,0.98,f,1.0,t,t,el Guinardo,Horta-Guinardo,Private room,2,1.5,1.0,1.0,59.0,3,1125,t,2,2023-05-16,4.93,f,1,3.68
15824,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,6,1.0,3.0,5.0,193.0,1,365,t,6,2023-06-29,1.5,t,41,0.86
15825,512761468,2023-05-02,within an hour,0.98,0.98,f,13.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,3,1.5,2.0,2.0,87.0,3,365,t,12,2023-05-20,4.56,f,5,2.45
15826,511871201,2023-04-26,within an hour,1.0,1.0,f,7.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.0,1.0,1.0,61.0,2,45,t,24,2023-08-18,5.0,f,2,2.0
15827,512761468,2023-05-02,within an hour,0.98,0.98,f,13.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,3,1.5,2.0,2.0,94.0,3,365,t,7,2023-05-22,4.54,f,5,3.61
15828,514037520,2023-05-10,within an hour,0.87,1.0,f,1.0,f,t,Hostafrancs,Sants-Montjuic,Entire home/apt,3,1.0,2.0,2.0,131.0,1,365,t,4,2023-06-22,4.29,f,1,6.62
15829,424876246,2021-09-27,within an hour,1.0,0.98,f,2.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.0,1.0,1.0,62.0,1,30,t,1,2023-06-05,4.0,t,1,4.15
15831,512761468,2023-05-02,within an hour,0.98,0.98,f,13.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,3,1.5,2.0,2.0,97.0,3,365,t,13,2023-05-25,4.38,f,5,2.29
15832,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,1.0,2.0,2.0,163.0,3,32,t,7,2023-06-26,3.83,f,136,2.47
15835,1541784,2011-12-28,within an hour,1.0,1.0,f,2.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,5,2.0,2.0,3.0,220.0,1,10,t,4,2023-06-08,4.52,t,1,6.92
15837,221480824,2018-10-19,within an hour,0.98,0.98,f,112.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,49.0,32,365,t,0,2023-08-04,5.0,t,88,0.88
15838,514802605,2023-05-15,within an hour,1.0,1.0,f,7.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,1.0,77.0,2,365,t,7,2023-06-06,4.14,t,4,6.77
15840,358847313,2020-07-27,within a few hours,0.79,0.84,f,5.0,t,t,el Raval,Ciutat Vella,Private room,6,1.5,1.0,1.0,57.0,3,32,t,19,2023-05-29,4.0,t,4,0.59
15841,513747638,2023-05-08,within a day,0.5,0.67,f,4.0,t,t,Sants - Badal,Sants-Montjuic,Private room,1,1.0,1.0,1.0,40.0,31,365,t,30,2023-08-31,5.0,f,3,1.0
15842,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,6,1.0,2.0,4.0,214.0,1,365,t,11,2023-06-16,2.0,t,41,0.36
15843,511484504,2023-04-24,within an hour,0.98,1.0,f,2.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,216.0,1,29,t,15,2023-07-04,5.0,t,2,2.31
15844,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,5.0,292.0,1,365,t,14,2023-05-25,3.33,t,41,0.86
15846,514086348,2023-05-10,within an hour,0.97,0.98,f,7.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,3.0,1.0,1.0,99.0,2,90,t,19,2023-06-06,4.6,t,7,1.61
15848,514086348,2023-05-10,within an hour,0.97,0.98,f,7.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,3.0,1.0,1.0,104.0,2,90,t,11,2023-06-19,4.43,t,7,2.63
15849,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,6,1.0,2.0,3.0,214.0,1,365,t,6,2023-07-09,1.0,t,41,1.0
15850,514086348,2023-05-10,within an hour,0.97,0.98,f,7.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,3.0,1.0,1.0,95.0,2,90,t,5,2023-06-16,4.3,t,7,3.61
15852,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,6,1.0,2.0,4.0,214.0,1,365,t,12,2023-06-09,3.0,t,41,0.33
15853,400302688,2021-05-06,within an hour,0.9,1.0,f,2.0,t,t,el Raval,Ciutat Vella,Private room,2,1.0,1.0,1.0,142.0,4,1125,t,9,2023-05-31,4.5,f,1,1.21
15854,514086348,2023-05-10,within an hour,0.97,0.98,f,7.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,3.0,1.0,1.0,94.0,2,90,t,19,2023-06-16,5.0,t,7,0.72
15855,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,10,2.0,3.0,13.0,282.0,1,365,t,14,2023-06-04,2.75,t,41,1.26
15856,460489239,2022-05-23,within a day,1.0,1.0,t,3.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,2,1.0,1.0,1.0,60.0,32,365,t,0,2023-08-14,5.0,t,3,1.0
15857,187819707,2018-05-04,within an hour,1.0,0.96,t,4.0,t,t,el Baix Guinardo,Horta-Guinardo,Private room,3,1.0,2.0,2.0,145.0,1,1125,t,0,2023-06-25,5.0,f,4,1.62
15858,187819707,2018-05-04,within an hour,1.0,0.96,t,4.0,t,t,el Baix Guinardo,Horta-Guinardo,Private room,2,1.0,1.0,1.0,89.0,2,1125,t,0,2023-05-25,4.75,t,4,3.43
15859,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,5,1.0,2.0,3.0,202.0,1,365,t,14,2023-06-17,4.5,t,41,0.73
15861,505964844,2023-03-18,within an hour,1.0,0.96,t,10.0,t,t,el Clot,Sant Marti,Private room,1,1.0,1.0,1.0,53.0,1,7,t,16,2023-06-10,5.0,f,10,8.09
15863,215583982,2018-09-15,within an hour,1.0,0.93,f,1.0,t,t,Navas,Sant Andreu,Private room,1,0.5,1.0,1.0,67.0,3,15,t,15,2023-05-29,4.6,f,1,2.97
15865,514802605,2023-05-15,within an hour,1.0,1.0,f,7.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,2.0,1.0,1.0,85.0,2,365,t,7,2023-08-09,4.4,t,4,5.0
15868,106704469,2016-12-09,within a few hours,1.0,1.0,f,1.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,0.5,1.0,1.0,79.0,2,365,t,1,2023-08-17,5.0,f,1,3.0
15869,514802605,2023-05-15,within an hour,1.0,1.0,f,7.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,1.0,84.0,2,365,t,6,2023-06-04,4.68,t,4,6.95
15871,14544418,2014-04-21,within an hour,0.98,0.99,f,11.0,t,t,el Raval,Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,132.0,1,365,t,13,2023-05-23,4.33,f,8,3.36
15872,4212095,2012-11-21,within an hour,0.98,0.98,f,32.0,t,t,les Corts,Les Corts,Entire home/apt,5,1.0,3.0,3.0,196.0,1,1125,t,11,2023-06-11,4.5,t,29,0.68
15873,114338664,2017-02-01,within an hour,1.0,1.0,t,22.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,6,2.0,3.0,5.0,191.0,3,30,t,16,2023-06-11,5.0,t,20,3.75
15875,71615,2010-01-19,within an hour,0.97,0.9,f,48.0,t,t,el Guinardo,Horta-Guinardo,Entire home/apt,2,1.0,1.0,1.0,160.0,1,365,t,5,2023-07-09,5.0,t,30,3.0
15876,514802605,2023-05-15,within an hour,1.0,1.0,f,7.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,2.0,2.0,88.0,2,365,t,5,2023-06-08,4.5,t,4,6.59
15877,335570948,2020-02-12,within a day,0.75,0.74,f,19.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,3,1.0,2.0,2.0,73.0,31,365,t,1,2023-08-04,2.0,f,15,0.88
15881,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,el Fort Pienc,Eixample,Entire home/apt,8,2.0,3.0,6.0,240.0,1,365,t,16,2023-06-07,4.33,t,41,0.98
15882,442897059,2022-01-31,within an hour,1.0,0.81,f,23.0,t,t,la Maternitat i Sant Ramon,Les Corts,Private room,2,1.0,1.0,1.0,150.0,1,365,t,30,2023-07-17,5.0,f,3,0.58
15884,3584138,2012-09-16,within a few hours,1.0,0.38,f,2.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,0.0,1.0,1.0,106.0,2,5,t,21,2023-05-29,5.0,f,1,1.19
15886,514536463,2023-05-13,within a few hours,0.91,0.97,f,25.0,f,t,la Sagrada Familia,Eixample,Private room,2,1.0,1.0,1.0,70.0,15,365,t,30,2023-07-22,4.5,t,8,1.28
15887,331150082,2020-01-27,within an hour,1.0,0.89,f,1.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,104.0,2,4,t,29,2023-07-19,3.67,f,1,1.8
15888,454228487,2022-04-14,within an hour,0.99,0.99,f,47.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,120.0,32,1125,t,7,2023-07-23,3.0,t,26,0.65
15889,513889987,2023-05-09,within an hour,1.0,1.0,f,11.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.0,1.0,1.0,55.0,1,365,t,27,2023-08-13,3.0,t,8,2.0
15891,514536463,2023-05-13,within a few hours,0.91,0.97,f,25.0,f,t,el Camp d'en Grassot i Gracia Nova,Gracia,Private room,4,1.0,2.0,2.0,70.0,3,365,t,18,2023-07-23,4.67,t,8,1.96
15894,81198229,2016-07-02,within a few hours,0.9,0.8,f,1.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,110.0,1,30,t,10,2023-07-16,4.0,f,1,0.57
15895,514837474,2023-05-15,within an hour,0.91,1.0,f,2.0,t,t,la Sagrada Familia,Eixample,Private room,2,1.0,1.0,1.0,85.0,1,30,t,22,2023-07-02,4.33,f,2,4.03
15896,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,el Coll,Gracia,Entire home/apt,4,1.0,3.0,2.0,468.0,2,45,t,12,2023-06-08,4.5,f,184,0.66
15897,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,4,1.0,2.0,2.0,94.0,1,365,t,0,2023-07-19,5.0,t,221,1.2
15898,442897059,2022-01-31,within an hour,1.0,0.81,f,23.0,t,t,la Maternitat i Sant Ramon,Les Corts,Private room,2,1.0,1.0,1.0,168.0,1,365,t,25,2023-08-08,5.0,f,3,1.0
15900,514111063,2023-05-10,within a day,1.0,0.88,f,2.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Entire home/apt,5,2.0,2.0,3.0,224.0,1,300,t,9,2023-05-25,4.88,f,1,4.86
15901,17751441,2014-07-07,within a few hours,1.0,0.95,t,18.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,2.0,2.0,3.0,299.0,32,90,t,15,2023-07-12,4.0,f,16,0.53
